CustomerID,Total Revenue,Total Orders,Avg Order Value,Customer Segment,Customer Type
13198,3401.24,6,566.87,Low,Repeat
13199,9817.12,38,258.35,Mid,Repeat
13200,870.09,4,217.52,Low,Repeat
13203,869.46,4,217.37,Low,Repeat
13207,250.26,2,125.13,Low,Repeat
13208,1223.90,6,203.98,Low,Repeat
13209,5891.61,8,736.45,Mid,Repeat
13210,353.48,1,353.48,Low,One-Time
13211,1197.42,3,399.14,Low,Repeat
13212,788.08,3,262.69,Low,Repeat
13213,1520.58,5,304.12,Low,Repeat
13216,333.74,1,333.74,Low,One-Time
13217,533.98,3,177.99,Low,Repeat
13218,62.64,1,62.64,Low,One-Time
13220,819.29,4,204.82,Low,Repeat
13221,847.41,2,423.71,Low,Repeat
13223,163.20,2,81.60,Low,Repeat
13224,2155.95,2,1077.98,Low,Repeat
13225,6463.84,7,923.41,Mid,Repeat
13226,108.21,1,108.21,Low,One-Time
13227,257.70,1,257.70,Low,One-Time
13228,358.00,1,358.00,Low,One-Time
13229,160.95,1,160.95,Low,One-Time
13230,2806.97,14,200.50,Low,Repeat
13232,1357.60,7,193.94,Low,Repeat
13233,605.12,2,302.56,Low,Repeat
13235,1031.07,1,1031.07,Low,One-Time
13236,744.85,2,372.43,Low,Repeat
13238,700.73,4,175.18,Low,Repeat
13239,329.56,1,329.56,Low,One-Time
13240,663.65,4,165.91,Low,Repeat
13242,270.40,3,90.13,Low,Repeat
13243,600.07,1,600.07,Low,One-Time
13244,121.74,1,121.74,Low,One-Time
13245,430.50,1,430.50,Low,One-Time
13246,1987.30,6,331.22,Low,Repeat
13247,501.12,4,125.28,Low,Repeat
13248,465.68,2,232.84,Low,Repeat
13249,711.41,3,237.14,Low,Repeat
13253,1030.40,2,515.20,Low,Repeat
13255,399.51,2,199.76,Low,Repeat
13256,0.00,1,0.00,Low,One-Time
13258,698.58,3,232.86,Low,Repeat
13259,292.32,1,292.32,Low,One-Time
13260,557.62,1,557.62,Low,One-Time
13261,944.10,2,472.05,Low,Repeat
13262,200.29,1,200.29,Low,One-Time
13263,7454.07,35,212.97,Mid,Repeat
13265,2107.66,5,421.53,Low,Repeat
13266,3834.26,12,319.52,Low,Repeat
13267,4521.49,19,237.97,Low,Repeat
13268,3214.69,11,292.24,Low,Repeat
13269,5346.23,15,356.42,Mid,Repeat
13270,590.00,1,590.00,Low,One-Time
13271,217.38,1,217.38,Low,One-Time
13272,276.56,2,138.28,Low,Repeat
13273,138.98,1,138.98,Low,One-Time
13276,590.93,2,295.47,Low,Repeat
13277,258.40,4,64.60,Low,Repeat
13278,542.73,1,542.73,Low,One-Time
13279,137.75,1,137.75,Low,One-Time
13280,814.86,3,271.62,Low,Repeat
13282,1132.14,3,377.38,Low,Repeat
13283,93.66,2,46.83,Low,Repeat
13284,201.19,1,201.19,Low,One-Time
13285,2709.12,4,677.28,Low,Repeat
13291,361.11,1,361.11,Low,One-Time
13292,578.94,2,289.47,Low,Repeat
13294,873.74,2,436.87,Low,Repeat
13295,201.20,1,201.20,Low,One-Time
13296,87.40,1,87.40,Low,One-Time
13297,2089.85,4,522.46,Low,Repeat
13298,360.00,1,360.00,Low,One-Time
13299,142.50,1,142.50,Low,One-Time
13300,371.89,1,371.89,Low,One-Time
13301,618.09,4,154.52,Low,Repeat
13302,63.75,1,63.75,Low,One-Time
13304,300.42,1,300.42,Low,One-Time
13305,2000.86,10,200.09,Low,Repeat
13307,15.00,1,15.00,Low,One-Time
13308,1385.51,3,461.84,Low,Repeat
13309,1456.79,5,291.36,Low,Repeat
13310,1132.03,3,377.34,Low,Repeat
13311,598.57,2,299.29,Low,Repeat
13313,1555.32,5,311.06,Low,Repeat
13314,775.94,3,258.65,Low,Repeat
13316,5977.73,4,1494.43,Mid,Repeat
13317,2273.68,6,378.95,Low,Repeat
13318,640.76,3,213.59,Low,Repeat
13319,10845.55,26,417.14,High,Repeat
13320,1548.70,4,387.18,Low,Repeat
13321,567.36,2,283.68,Low,Repeat
13322,199.48,1,199.48,Low,One-Time
13323,787.85,5,157.57,Low,Repeat
13324,7121.95,10,712.20,Mid,Repeat
13325,675.30,1,675.30,Low,One-Time
13327,3627.77,8,453.47,Low,Repeat
13328,1308.48,1,1308.48,Low,One-Time
13329,789.00,2,394.50,Low,Repeat
13330,1140.93,3,380.31,Low,Repeat
13332,350.90,1,350.90,Low,One-Time
13334,3536.82,3,1178.94,Low,Repeat
13336,795.12,1,795.12,Low,One-Time
13338,487.02,1,487.02,Low,One-Time
13339,860.12,1,860.12,Low,One-Time
13340,10736.48,7,1533.78,High,Repeat
13341,775.85,1,775.85,Low,One-Time
13343,353.43,1,353.43,Low,One-Time
13344,2543.72,3,847.91,Low,Repeat
13345,389.50,1,389.50,Low,One-Time
13347,341.36,1,341.36,Low,One-Time
13348,233.76,1,233.76,Low,One-Time
13349,247.32,1,247.32,Low,One-Time
13350,979.12,2,489.56,Low,Repeat
13351,373.94,1,373.94,Low,One-Time
13352,397.98,1,397.98,Low,One-Time
13354,743.53,1,743.53,Low,One-Time
13355,674.70,1,674.70,Low,One-Time
13356,768.24,1,768.24,Low,One-Time
13357,609.95,1,609.95,Low,One-Time
13358,439.03,1,439.03,Low,One-Time
13359,439.56,1,439.56,Low,One-Time
13362,3090.74,4,772.69,Low,Repeat
13363,992.50,2,496.25,Low,Repeat
13364,134.96,1,134.96,Low,One-Time
13365,2225.37,2,1112.69,Low,Repeat
13366,56.16,1,56.16,Low,One-Time
13368,623.40,2,311.70,Low,Repeat
13369,308.28,1,308.28,Low,One-Time
13370,754.87,1,754.87,Low,One-Time
13372,378.64,1,378.64,Low,One-Time
13373,3312.25,3,1104.08,Low,Repeat
13375,778.65,1,778.65,Low,One-Time
13376,1019.76,3,339.92,Low,Repeat
13379,572.56,3,190.85,Low,Repeat
13381,3639.31,6,606.55,Low,Repeat
13382,222.99,1,222.99,Low,One-Time
13384,4151.93,7,593.13,Low,Repeat
13385,534.57,1,534.57,Low,One-Time
13388,677.10,2,338.55,Low,Repeat
13389,797.96,3,265.99,Low,Repeat
13390,544.08,1,544.08,Low,One-Time
13391,59.80,1,59.80,Low,One-Time
13394,2520.02,8,315.00,Low,Repeat
13395,307.72,1,307.72,Low,One-Time
13396,1360.99,2,680.50,Low,Repeat
13397,1544.13,5,308.83,Low,Repeat
13398,457.34,1,457.34,Low,One-Time
13402,621.23,2,310.62,Low,Repeat
13403,75.00,1,75.00,Low,One-Time
13404,252.49,2,126.25,Low,Repeat
13405,572.45,3,190.82,Low,Repeat
13408,28117.04,62,453.50,High,Repeat
13410,1003.06,5,200.61,Low,Repeat
13411,213.55,1,213.55,Low,One-Time
13414,1390.50,3,463.50,Low,Repeat
13416,712.50,2,356.25,Low,Repeat
13417,640.83,2,320.42,Low,Repeat
13418,6127.43,18,340.41,Mid,Repeat
13419,221.06,1,221.06,Low,One-Time
13420,159.85,2,79.93,Low,Repeat
13421,1851.08,2,925.54,Low,Repeat
13422,2626.30,1,2626.30,Low,One-Time
13425,1624.21,3,541.40,Low,Repeat
13426,3641.32,10,364.13,Low,Repeat
13427,582.60,3,194.20,Low,Repeat
13428,218.47,1,218.47,Low,One-Time
13429,1006.80,4,251.70,Low,Repeat
13430,679.45,2,339.73,Low,Repeat
13431,1269.10,2,634.55,Low,Repeat
13434,534.24,2,267.12,Low,Repeat
13435,3809.89,7,544.27,Low,Repeat
13436,196.89,1,196.89,Low,One-Time
13437,3408.06,7,486.87,Low,Repeat
13439,283.71,1,283.71,Low,One-Time
13441,296.64,1,296.64,Low,One-Time
13447,1129.14,3,376.38,Low,Repeat
13448,3539.37,6,589.90,Low,Repeat
13449,291.88,1,291.88,Low,One-Time
13450,2043.72,6,340.62,Low,Repeat
13451,2976.15,5,595.23,Low,Repeat
13452,590.00,2,295.00,Low,Repeat
13453,356.98,2,178.49,Low,Repeat
13455,1058.34,2,529.17,Low,Repeat
13456,1766.72,6,294.45,Low,Repeat
13458,9646.57,14,689.04,Mid,Repeat
13460,183.44,2,91.72,Low,Repeat
13461,1445.00,3,481.67,Low,Repeat
13462,151.50,1,151.50,Low,One-Time
13464,674.68,1,674.68,Low,One-Time
13466,307.90,1,307.90,Low,One-Time
13467,1083.71,2,541.86,Low,Repeat
13468,5704.97,37,154.19,Mid,Repeat
13470,165.00,2,82.50,Low,Repeat
13471,2531.58,4,632.90,Low,Repeat
13473,422.64,2,211.32,Low,Repeat
13474,229.59,1,229.59,Low,One-Time
13475,1431.78,4,357.95,Low,Repeat
13476,1238.47,2,619.24,Low,Repeat
13477,1454.58,6,242.43,Low,Repeat
13479,300.95,2,150.48,Low,Repeat
13481,1804.56,5,360.91,Low,Repeat
13482,184.64,1,184.64,Low,One-Time
13483,140.34,1,140.34,Low,One-Time
13484,313.80,1,313.80,Low,One-Time
13485,454.24,1,454.24,Low,One-Time
13486,1122.41,3,374.14,Low,Repeat
13487,575.40,3,191.80,Low,Repeat
13488,8968.31,13,689.87,Mid,Repeat
13489,449.52,4,112.38,Low,Repeat
13491,1215.82,10,121.58,Low,Repeat
13492,1269.84,3,423.28,Low,Repeat
13493,618.63,2,309.32,Low,Repeat
13494,316.26,1,316.26,Low,One-Time
13495,2044.87,5,408.97,Low,Repeat
13496,653.33,2,326.67,Low,Repeat
13497,348.05,2,174.03,Low,Repeat
13499,1159.11,5,231.82,Low,Repeat
13500,1166.77,3,388.92,Low,Repeat
13501,1340.32,1,1340.32,Low,One-Time
13502,292.00,3,97.33,Low,Repeat
13503,216.85,1,216.85,Low,One-Time
13504,295.93,1,295.93,Low,One-Time
13505,4393.63,4,1098.41,Low,Repeat
13506,458.52,2,229.26,Low,Repeat
13507,2479.16,4,619.79,Low,Repeat
13508,110.97,1,110.97,Low,One-Time
13509,979.72,7,139.96,Low,Repeat
13510,1791.56,4,447.89,Low,Repeat
13512,251.21,1,251.21,Low,One-Time
13513,205.10,1,205.10,Low,One-Time
13514,152.20,1,152.20,Low,One-Time
13515,891.12,4,222.78,Low,Repeat
13516,1389.41,3,463.14,Low,Repeat
13517,2128.42,3,709.47,Low,Repeat
13518,659.44,1,659.44,Low,One-Time
13519,122.75,1,122.75,Low,One-Time
13520,3624.35,6,604.06,Low,Repeat
13521,1093.65,3,364.55,Low,Repeat
13522,125.80,1,125.80,Low,One-Time
13523,3964.88,5,792.98,Low,Repeat
13524,680.18,5,136.04,Low,Repeat
13525,628.78,2,314.39,Low,Repeat
13527,2287.51,7,326.79,Low,Repeat
13529,307.76,2,153.88,Low,Repeat
13531,483.80,2,241.90,Low,Repeat
13532,210.31,1,210.31,Low,One-Time
13533,270.79,3,90.26,Low,Repeat
13534,5870.08,25,234.80,Mid,Repeat
13536,3448.29,7,492.61,Low,Repeat
13538,1280.85,7,182.98,Low,Repeat
13539,631.34,3,210.45,Low,Repeat
13544,291.41,2,145.71,Low,Repeat
13546,626.99,3,209.00,Low,Repeat
13548,682.41,2,341.21,Low,Repeat
13549,918.20,7,131.17,Low,Repeat
13551,91.80,1,91.80,Low,One-Time
13552,3740.07,12,311.67,Low,Repeat
13555,4149.28,4,1037.32,Low,Repeat
13557,584.06,2,292.03,Low,Repeat
13558,605.06,4,151.27,Low,Repeat
13560,174.37,1,174.37,Low,One-Time
13561,141.86,1,141.86,Low,One-Time
13562,1799.33,3,599.78,Low,Repeat
13563,777.53,2,388.77,Low,Repeat
13564,1749.02,3,583.01,Low,Repeat
13565,240.22,2,120.11,Low,Repeat
13566,874.71,2,437.36,Low,Repeat
13568,192.85,1,192.85,Low,One-Time
13569,373.75,2,186.88,Low,Repeat
13570,239.49,1,239.49,Low,One-Time
13571,2092.32,12,174.36,Low,Repeat
13572,1384.25,1,1384.25,Low,One-Time
13573,294.40,2,147.20,Low,Repeat
13575,732.07,5,146.41,Low,Repeat
13576,6717.34,18,373.19,Mid,Repeat
13577,1687.60,4,421.90,Low,Repeat
13579,467.04,2,233.52,Low,Repeat
13581,118.00,1,118.00,Low,One-Time
13583,781.03,1,781.03,Low,One-Time
13584,142.40,1,142.40,Low,One-Time
13587,712.40,1,712.40,Low,One-Time
13588,2478.95,9,275.44,Low,Repeat
13589,379.65,2,189.83,Low,Repeat
13590,1981.92,6,330.32,Low,Repeat
13591,1117.13,3,372.38,Low,Repeat
13592,247.96,4,61.99,Low,Repeat
13593,2037.08,5,407.42,Low,Repeat
13594,396.97,1,396.97,Low,One-Time
13596,697.04,2,348.52,Low,Repeat
13598,180.17,1,180.17,Low,One-Time
13599,5153.67,21,245.41,Mid,Repeat
13600,219.52,1,219.52,Low,One-Time
13601,693.32,2,346.66,Low,Repeat
13602,428.89,1,428.89,Low,One-Time
13603,164.34,1,164.34,Low,One-Time
13606,280.54,3,93.51,Low,Repeat
13607,678.01,1,678.01,Low,One-Time
13610,1131.88,7,161.70,Low,Repeat
13611,1171.80,3,390.60,Low,Repeat
13614,1610.46,4,402.62,Low,Repeat
13615,417.69,1,417.69,Low,One-Time
13617,544.18,3,181.39,Low,Repeat
13618,177.34,1,177.34,Low,One-Time
13621,213.85,1,213.85,Low,One-Time
13623,747.78,5,149.56,Low,Repeat
13626,257.23,1,257.23,Low,One-Time
13627,1638.47,5,327.69,Low,Repeat
13629,7792.36,11,708.40,Mid,Repeat
13630,2031.78,7,290.25,Low,Repeat
13631,3070.42,11,279.13,Low,Repeat
13632,2121.27,5,424.25,Low,Repeat
13634,1575.16,5,315.03,Low,Repeat
13635,1071.03,1,1071.03,Low,One-Time
13636,949.12,5,189.82,Low,Repeat
13637,810.50,3,270.17,Low,Repeat
13638,122.64,1,122.64,Low,One-Time
13639,1033.34,1,1033.34,Low,One-Time
13642,354.80,1,354.80,Low,One-Time
13643,519.44,3,173.15,Low,Repeat
13644,2624.26,4,656.07,Low,Repeat
13645,252.10,1,252.10,Low,One-Time
13647,1678.12,4,419.53,Low,Repeat
13649,346.60,2,173.30,Low,Repeat
13650,1836.34,6,306.06,Low,Repeat
13651,94.20,2,47.10,Low,Repeat
13652,1095.08,3,365.03,Low,Repeat
13654,2707.33,6,451.22,Low,Repeat
13655,932.97,2,466.49,Low,Repeat
13656,379.65,2,189.83,Low,Repeat
13657,382.14,2,191.07,Low,Repeat
13658,2639.17,5,527.83,Low,Repeat
13659,1573.20,2,786.60,Low,Repeat
13662,897.76,3,299.25,Low,Repeat
13663,189.47,1,189.47,Low,One-Time
13666,84.65,3,28.22,Low,Repeat
13667,305.02,1,305.02,Low,One-Time
13668,6363.59,21,303.03,Mid,Repeat
13669,218.55,2,109.28,Low,Repeat
13670,349.70,1,349.70,Low,One-Time
13672,186.39,2,93.20,Low,Repeat
13673,396.92,2,198.46,Low,Repeat
13675,486.82,2,243.41,Low,Repeat
13678,232.60,1,232.60,Low,One-Time
13680,3722.42,4,930.61,Low,Repeat
13681,827.83,4,206.96,Low,Repeat
13682,59.50,1,59.50,Low,One-Time
13684,67.23,1,67.23,Low,One-Time
13685,3119.44,7,445.63,Low,Repeat
13686,72.00,1,72.00,Low,One-Time
13689,910.00,1,910.00,Low,One-Time
13690,172.25,1,172.25,Low,One-Time
13692,1488.32,3,496.11,Low,Repeat
13694,65039.62,50,1300.79,High,Repeat
13695,2504.13,15,166.94,Low,Repeat
13697,151.30,1,151.30,Low,One-Time
13699,308.58,1,308.58,Low,One-Time
13700,2265.12,10,226.51,Low,Repeat
13703,99.50,1,99.50,Low,One-Time
13704,2308.06,9,256.45,Low,Repeat
13705,711.86,3,237.29,Low,Repeat
13706,330.79,1,330.79,Low,One-Time
13707,806.41,2,403.21,Low,Repeat
13708,296.88,1,296.88,Low,One-Time
13709,6328.05,13,486.77,Mid,Repeat
13710,180.48,1,180.48,Low,One-Time
13711,252.06,2,126.03,Low,Repeat
13712,228.84,1,228.84,Low,One-Time
13715,1079.34,5,215.87,Low,Repeat
13716,138.28,1,138.28,Low,One-Time
13717,1445.01,6,240.84,Low,Repeat
13718,306.55,2,153.28,Low,Repeat
13719,1041.68,5,208.34,Low,Repeat
13720,799.90,4,199.98,Low,Repeat
13721,524.14,1,524.14,Low,One-Time
13722,2375.41,3,791.80,Low,Repeat
13723,199.85,1,199.85,Low,One-Time
13725,1980.56,8,247.57,Low,Repeat
13726,1079.66,2,539.83,Low,Repeat
13727,333.48,2,166.74,Low,Repeat
13728,1016.14,6,169.36,Low,Repeat
13730,752.60,2,376.30,Low,Repeat
13731,610.59,2,305.30,Low,Repeat
13732,491.86,1,491.86,Low,One-Time
13735,2885.24,4,721.31,Low,Repeat
13736,731.90,2,365.95,Low,Repeat
13737,339.60,1,339.60,Low,One-Time
13739,216.90,1,216.90,Low,One-Time
13740,350.75,1,350.75,Low,One-Time
13741,668.43,3,222.81,Low,Repeat
13742,3131.02,12,260.92,Low,Repeat
13743,1341.60,7,191.66,Low,Repeat
13744,1156.36,2,578.18,Low,Repeat
13745,300.04,1,300.04,Low,One-Time
13747,79.60,1,79.60,Low,One-Time
13748,948.25,5,189.65,Low,Repeat
13750,1647.26,5,329.45,Low,Repeat
13751,296.25,1,296.25,Low,One-Time
13752,1186.28,6,197.71,Low,Repeat
13753,741.26,1,741.26,Low,One-Time
13754,282.60,2,141.30,Low,Repeat
13755,2161.35,9,240.15,Low,Repeat
13756,5189.52,14,370.68,Mid,Repeat
13758,3190.55,7,455.79,Low,Repeat
13759,659.41,2,329.71,Low,Repeat
13760,286.79,2,143.40,Low,Repeat
13761,1070.65,2,535.33,Low,Repeat
13762,306.72,1,306.72,Low,One-Time
13763,1714.96,1,1714.96,Low,One-Time
13764,1521.76,3,507.25,Low,Repeat
13767,17220.36,37,465.42,High,Repeat
13769,2796.51,10,279.65,Low,Repeat
13771,2634.45,4,658.61,Low,Repeat
13772,1132.13,3,377.38,Low,Repeat
13774,345.00,1,345.00,Low,One-Time
13777,25977.16,33,787.19,High,Repeat
13778,178.70,1,178.70,Low,One-Time
13780,360.01,2,180.01,Low,Repeat
13781,127.84,1,127.84,Low,One-Time
13782,912.00,6,152.00,Low,Repeat
13784,2462.79,11,223.89,Low,Repeat
13786,230.40,1,230.40,Low,One-Time
13787,309.04,2,154.52,Low,Repeat
13790,348.80,1,348.80,Low,One-Time
13791,1516.00,2,758.00,Low,Repeat
13792,195.55,2,97.78,Low,Repeat
13798,37153.85,57,651.82,High,Repeat
13799,688.86,2,344.43,Low,Repeat
13800,558.32,1,558.32,Low,One-Time
13801,324.80,1,324.80,Low,One-Time
13802,4599.42,3,1533.14,Low,Repeat
13803,277.07,1,277.07,Low,One-Time
13804,2635.79,7,376.54,Low,Repeat
13805,924.60,2,462.30,Low,Repeat
13806,256.38,1,256.38,Low,One-Time
13807,112.60,1,112.60,Low,One-Time
13808,1747.66,5,349.53,Low,Repeat
13809,155.05,1,155.05,Low,One-Time
13810,1499.01,3,499.67,Low,Repeat
13811,814.50,3,271.50,Low,Repeat
13812,539.00,3,179.67,Low,Repeat
13813,1366.86,4,341.72,Low,Repeat
13814,1579.12,2,789.56,Low,Repeat
13815,4027.36,4,1006.84,Low,Repeat
13816,571.67,2,285.84,Low,Repeat
13817,382.98,2,191.49,Low,Repeat
13819,1140.35,3,380.12,Low,Repeat
13821,385.64,2,192.82,Low,Repeat
13822,632.00,2,316.00,Low,Repeat
13823,957.66,2,478.83,Low,Repeat
13824,1698.94,5,339.79,Low,Repeat
13826,189.50,1,189.50,Low,One-Time
13827,412.05,3,137.35,Low,Repeat
13828,209.49,1,209.49,Low,One-Time
13831,2202.99,6,367.17,Low,Repeat
13832,52.20,1,52.20,Low,One-Time
13833,384.80,1,384.80,Low,One-Time
13835,834.57,4,208.64,Low,Repeat
13837,271.24,2,135.62,Low,Repeat
13838,691.73,4,172.93,Low,Repeat
13841,85.00,1,85.00,Low,One-Time
13842,3385.62,9,376.18,Low,Repeat
13844,361.62,1,361.62,Low,One-Time
13845,312.98,1,312.98,Low,One-Time
13846,865.06,3,288.35,Low,Repeat
13848,1255.00,3,418.33,Low,Repeat
13849,1537.95,2,768.98,Low,Repeat
13850,1595.48,1,1595.48,Low,One-Time
13851,2651.46,3,883.82,Low,Repeat
13853,1090.14,1,1090.14,Low,One-Time
13854,8109.52,25,324.38,Mid,Repeat
13856,388.50,3,129.50,Low,Repeat
13858,216.17,1,216.17,Low,One-Time
13859,201.16,1,201.16,Low,One-Time
13860,1245.90,5,249.18,Low,Repeat
13862,2209.36,8,276.17,Low,Repeat
13863,305.78,1,305.78,Low,One-Time
13865,501.56,4,125.39,Low,Repeat
13866,145.67,1,145.67,Low,One-Time
13867,1015.29,3,338.43,Low,Repeat
13868,3192.54,2,1596.27,Low,Repeat
13869,3104.95,4,776.24,Low,Repeat
13870,2770.94,8,346.37,Low,Repeat
13871,6403.25,13,492.56,Mid,Repeat
13873,389.60,3,129.87,Low,Repeat
13874,540.45,1,540.45,Low,One-Time
13875,1786.79,5,357.36,Low,Repeat
13876,122.70,1,122.70,Low,One-Time
13877,117.24,1,117.24,Low,One-Time
13878,1281.53,1,1281.53,Low,One-Time
13880,3219.77,13,247.67,Low,Repeat
13881,17159.52,20,857.98,High,Repeat
13882,1191.13,5,238.23,Low,Repeat
13883,2674.48,5,534.90,Low,Repeat
13884,787.60,5,157.52,Low,Repeat
13885,506.80,2,253.40,Low,Repeat
13886,243.56,1,243.56,Low,One-Time
13887,349.55,1,349.55,Low,One-Time
13888,605.63,2,302.82,Low,Repeat
13889,416.90,1,416.90,Low,One-Time
13890,1883.81,10,188.38,Low,Repeat
13892,632.97,4,158.24,Low,Repeat
13893,821.10,1,821.10,Low,One-Time
13894,564.62,3,188.21,Low,Repeat
13895,2593.07,4,648.27,Low,Repeat
13897,311.16,1,311.16,Low,One-Time
13898,155.93,1,155.93,Low,One-Time
13899,388.52,2,194.26,Low,Repeat
13900,740.95,3,246.98,Low,Repeat
13901,2867.20,5,573.44,Low,Repeat
13904,332.64,2,166.32,Low,Repeat
13908,2369.55,4,592.39,Low,Repeat
13911,2580.91,9,286.77,Low,Repeat
13914,626.45,2,313.23,Low,Repeat
13917,272.04,2,136.02,Low,Repeat
13918,1212.84,2,606.42,Low,Repeat
13919,384.81,2,192.41,Low,Repeat
13922,172.25,1,172.25,Low,One-Time
13923,351.13,1,351.13,Low,One-Time
13924,1838.85,6,306.48,Low,Repeat
13925,678.25,4,169.56,Low,Repeat
13926,223.85,1,223.85,Low,One-Time
13927,348.99,1,348.99,Low,One-Time
13928,464.57,4,116.14,Low,Repeat
13929,842.65,2,421.33,Low,Repeat
13930,337.34,2,168.67,Low,Repeat
13931,1237.53,2,618.77,Low,Repeat
13932,307.40,1,307.40,Low,One-Time
13933,608.79,2,304.40,Low,Repeat
13934,922.10,1,922.10,Low,One-Time
13936,376.58,1,376.58,Low,One-Time
13937,158.85,1,158.85,Low,One-Time
13938,71.66,1,71.66,Low,One-Time
13939,568.55,3,189.52,Low,Repeat
13940,839.14,4,209.79,Low,Repeat
13941,5112.96,5,1022.59,Mid,Repeat
13946,561.57,3,187.19,Low,Repeat
13947,90.60,1,90.60,Low,One-Time
13948,102.00,1,102.00,Low,One-Time
13949,2427.32,6,404.55,Low,Repeat
13950,745.06,4,186.27,Low,Repeat
13951,674.45,3,224.82,Low,Repeat
13952,3251.07,2,1625.54,Low,Repeat
13953,3515.68,7,502.24,Low,Repeat
13954,439.92,2,219.96,Low,Repeat
13955,322.96,2,161.48,Low,Repeat
13956,1026.42,5,205.28,Low,Repeat
13959,598.20,3,199.40,Low,Repeat
13960,230.22,2,115.11,Low,Repeat
13962,169.55,2,84.78,Low,Repeat
13963,664.54,4,166.14,Low,Repeat
13967,80.70,1,80.70,Low,One-Time
13969,9053.94,18,503.00,Mid,Repeat
13971,2758.26,8,344.78,Low,Repeat
13972,190.25,2,95.13,Low,Repeat
13973,264.70,1,264.70,Low,One-Time
13974,413.59,1,413.59,Low,One-Time
13975,2526.28,6,421.05,Low,Repeat
13976,357.98,1,357.98,Low,One-Time
13978,196.79,2,98.40,Low,Repeat
13979,869.87,1,869.87,Low,One-Time
13980,200.14,1,200.14,Low,One-Time
13982,1871.81,4,467.95,Low,Repeat
13983,2603.43,12,216.95,Low,Repeat
13984,920.51,5,184.10,Low,Repeat
13985,7060.13,15,470.68,Mid,Repeat
13986,320.46,1,320.46,Low,One-Time
13988,4147.96,6,691.33,Low,Repeat
13989,1266.08,2,633.04,Low,Repeat
13990,311.30,1,311.30,Low,One-Time
13991,855.97,6,142.66,Low,Repeat
13992,76.80,1,76.80,Low,One-Time
13993,3466.36,9,385.15,Low,Repeat
13994,2313.14,6,385.52,Low,Repeat
13995,1393.69,5,278.74,Low,Repeat
13999,3901.81,12,325.15,Low,Repeat
14000,635.66,1,635.66,Low,One-Time
14001,2043.08,3,681.03,Low,Repeat
14002,529.73,2,264.87,Low,Repeat
14004,4582.64,7,654.66,Low,Repeat
14005,2874.72,5,574.94,Low,Repeat
14006,962.19,3,320.73,Low,Repeat
14009,695.61,2,347.81,Low,Repeat
14012,328.80,1,328.80,Low,One-Time
14013,473.02,3,157.67,Low,Repeat
14014,505.18,1,505.18,Low,One-Time
14015,917.34,1,917.34,Low,One-Time
14016,4341.21,4,1085.30,Low,Repeat
14019,1421.61,3,473.87,Low,Repeat
14020,642.80,2,321.40,Low,Repeat
14021,631.90,3,210.63,Low,Repeat
14022,440.00,1,440.00,Low,One-Time
14023,584.07,2,292.04,Low,Repeat
14024,327.70,2,163.85,Low,Repeat
14027,104.82,1,104.82,Low,One-Time
14029,467.66,2,233.83,Low,Repeat
14030,2360.09,8,295.01,Low,Repeat
14031,17286.86,19,909.83,High,Repeat
14032,2975.59,11,270.51,Low,Repeat
14034,651.82,3,217.27,Low,Repeat
14035,1428.02,5,285.60,Low,Repeat
14036,626.65,1,626.65,Low,One-Time
14037,147.20,2,73.60,Low,Repeat
14038,1560.38,3,520.13,Low,Repeat
14039,152.20,1,152.20,Low,One-Time
14040,3614.92,12,301.24,Low,Repeat
14041,141.41,1,141.41,Low,One-Time
14044,652.82,4,163.21,Low,Repeat
14045,1659.75,4,414.94,Low,Repeat
14046,154.99,1,154.99,Low,One-Time
14047,1308.61,5,261.72,Low,Repeat
14048,409.93,1,409.93,Low,One-Time
14049,5681.72,4,1420.43,Mid,Repeat
14050,746.36,2,373.18,Low,Repeat
14051,15610.39,23,678.71,High,Repeat
14052,225.36,1,225.36,Low,One-Time
14053,260.25,2,130.13,Low,Repeat
14054,92.46,1,92.46,Low,One-Time
14055,725.64,1,725.64,Low,One-Time
14056,8214.65,23,357.16,Mid,Repeat
14057,6217.96,17,365.76,Mid,Repeat
14059,183.60,1,183.60,Low,One-Time
14060,6140.42,19,323.18,Mid,Repeat
14062,10464.85,12,872.07,High,Repeat
14064,1353.74,5,270.75,Low,Repeat
14066,152.55,1,152.55,Low,One-Time
14067,374.70,2,187.35,Low,Repeat
14068,265.85,1,265.85,Low,One-Time
14071,1438.82,8,179.85,Low,Repeat
14073,151.04,1,151.04,Low,One-Time
14075,942.26,3,314.09,Low,Repeat
14076,122.47,1,122.47,Low,One-Time
14077,499.42,5,99.88,Low,Repeat
14078,1049.37,6,174.90,Low,Repeat
14079,375.10,1,375.10,Low,One-Time
14080,45.60,1,45.60,Low,One-Time
14081,934.52,2,467.26,Low,Repeat
14082,182.25,1,182.25,Low,One-Time
14083,1018.43,9,113.16,Low,Repeat
14085,4448.54,18,247.14,Low,Repeat
14087,194.42,1,194.42,Low,One-Time
14088,50491.81,13,3883.99,High,Repeat
14089,161.00,1,161.00,Low,One-Time
14090,76.32,1,76.32,Low,One-Time
14092,4076.91,14,291.21,Low,Repeat
14093,442.85,1,442.85,Low,One-Time
14096,65164.79,17,3833.22,High,Repeat
14098,147.35,1,147.35,Low,One-Time
14099,3104.17,11,282.20,Low,Repeat
14100,194.90,1,194.90,Low,One-Time
14101,5976.79,6,996.13,Mid,Repeat
